txn_id,customer_id,amount,txn_date,txn_type
54460,10155,375.18,2025-08-19,debit
54461,10377,183.63,2025-06-26,debit
54462,10349,229.04,2024-12-13,debit
54463,10451,1007.24,2024-04-30,debit
54464,10364,52.88,2024-12-25,debit
54465,10141,195.6,2025-01-22,credit
54466,10173,123.36,2024-09-15,debit
54467,10010,8.05,2025-03-03,debit
54468,10228,2.92,2026-01-21,debit
54469,10265,25.39,2024-12-08,debit
54470,10438,209.45,2025-08-17,debit
54471,10248,167.48,2024-04-08,credit
54472,10247,161.23,2025-07-18,debit
54473,10155,6.48,2024-07-05,credit
54474,10034,126.71,2025-06-04,debit
54475,10499,517.05,2026-02-07,debit
54476,10129,101.36,2024-07-04,debit
54477,10160,196.12,2024-09-15,debit
54478,10089,302.66,2025-05-15,debit
54479,10093,306.43,2025-07-16,credit
54480,10327,146.49,2024-07-15,debit
54481,10241,390.32,2024-06-12,debit
54482,10323,99.31,2024-05-25,credit
54483,10468,439.09,2025-08-21,debit
54484,10404,54.95,2024-12-24,debit
54485,10117,65.76,2025-08-17,debit
54486,10094,10.92,2026-03-01,debit
54487,10163,317.52,2024-05-16,debit
54488,10099,107.93,2026-01-13,debit
54489,10113,52.04,2025-12-19,debit
54490,10359,52.74,2024-07-18,debit
54491,10091,463.34,2025-01-25,debit
54492,10346,359.05,2025-08-06,debit
54493,10206,161.28,2025-03-19,debit
54494,10017,191.48,2025-04-12,credit
54495,10274,128.61,2025-12-27,debit
54496,10173,99.41,2025-05-21,credit
54497,10116,494.15,2025-09-06,debit
54498,10349,26.85,2025-09-20,debit
54499,10468,108.41,2026-01-23,debit
54500,10181,84.49,2025-12-14,credit
54501,10091,137.89,2024-06-06,debit
54502,10082,122.36,2025-05-11,credit
54503,10324,146.33,2025-10-22,credit
54504,10449,30.15,2025-11-04,debit
54505,10114,143.96,2024-10-01,debit
54506,10257,55.52,2024-08-19,debit
54507,10058,40.75,2025-09-17,debit
54508,10154,13.41,2025-08-11,debit
54509,10365,287.65,2024-03-23,credit
54510,10404,111.53,2024-07-20,debit
54511,10116,197.04,2025-03-13,debit
54512,10343,260.09,2024-05-28,debit
54513,10266,227.46,2025-10-05,credit
54514,10315,127.16,2025-01-18,debit
54515,10203,98.17,2025-01-17,credit
54516,10041,94.31,2024-10-15,credit
54517,10105,204.36,2025-01-28,debit
54518,10389,136.56,2024-07-25,debit
54519,10378,378.27,2024-08-02,debit
54520,10193,415.41,2024-06-25,debit
54521,10401,37.4,2025-03-09,credit
54522,10278,29.29,2025-03-21,debit
54523,10354,199.07,2024-06-07,debit
54524,10237,71.69,2025-05-07,debit
54525,10425,3.75,2024-08-21,debit
54526,10221,439.0,2024-08-12,debit
54527,10068,51.47,2025-09-18,debit
54528,10197,529.81,2025-10-31,credit
54529,10256,252.77,2024-08-06,debit
54530,10139,287.65,2026-03-07,debit
54531,10312,44.99,2025-12-16,credit
54532,10435,53.37,2025-02-04,credit
54533,10149,147.32,2026-01-15,debit
54534,10099,37.77,2024-06-06,debit
54535,10076,72.89,2025-06-27,debit
54536,10282,77.56,2024-05-16,debit
54537,10371,34.78,2024-05-20,credit
54538,10403,45.93,2024-06-18,debit
54539,10109,310.76,2024-05-04,credit
54540,10188,36.59,2024-04-09,debit
54541,10199,5.77,2024-09-06,debit
54542,10303,198.5,2025-03-08,debit
54543,10327,745.8,2025-09-25,debit
54544,10154,80.46,2024-03-25,debit
54545,10040,25.26,2024-09-29,debit
54546,10133,168.97,2026-02-15,debit
54547,10405,473.65,2025-07-18,credit
54548,10462,306.55,2025-10-16,debit
54549,10132,194.85,2024-04-18,credit
54550,10279,75.68,2024-08-20,debit
54551,10362,156.12,2025-10-18,credit
54552,10084,19.14,2024-12-18,credit
54553,10399,227.23,2025-04-03,debit
54554,10242,258.27,2026-02-20,credit
54555,10116,670.66,2024-09-29,debit
54556,10109,60.33,2025-03-09,credit
54557,10221,3.73,2025-09-23,debit
54558,10392,157.76,2025-06-03,debit
54559,10041,245.37,2024-11-20,debit
54560,10368,312.52,2025-07-30,debit
54561,10147,43.07,2024-11-24,debit
54562,10112,60.7,2024-11-04,credit
54563,10103,143.73,2024-09-10,credit
54564,10046,80.27,2024-12-08,debit
54565,10412,393.95,2025-01-04,credit
54566,10494,128.4,2025-06-08,credit
54567,10475,321.47,2026-03-01,debit
54568,10324,173.8,2025-12-17,debit
54569,10378,296.64,2025-10-29,debit
54570,10271,80.9,2024-03-21,credit
54571,10483,356.06,2025-12-15,credit
54572,10421,64.2,2025-01-06,debit
54573,10385,157.98,2025-11-19,debit
54574,10195,48.16,2026-01-24,credit
54575,10367,129.07,2024-04-06,credit
54576,10280,76.6,2024-06-16,credit
54577,10283,62.04,2025-04-10,debit
54578,10040,682.16,2026-02-12,debit
54579,10447,34.89,2025-09-19,debit
54580,10189,309.6,2024-09-16,debit
54581,10164,829.11,2025-02-12,credit
54582,10482,4.02,2025-08-02,debit
54583,10477,240.15,2025-12-14,credit
54584,10024,58.31,2025-03-30,debit
54585,10024,8.27,2025-07-14,credit
54586,10490,103.13,2024-03-21,debit
54587,10004,547.34,2025-06-28,debit
54588,10323,2.37,2026-02-05,debit
54589,10290,177.29,2024-11-09,debit
54590,10441,139.19,2025-06-25,credit
54591,10433,413.32,2025-12-17,debit
54592,10471,17.55,2026-02-25,debit
54593,10181,228.84,2025-09-07,credit
54594,10248,227.96,2025-07-27,credit
54595,10116,221.18,2024-09-05,debit
54596,10279,570.62,2025-03-08,credit
54597,10365,346.42,2025-09-10,debit
54598,10069,8.58,2025-10-20,debit
54599,10351,127.38,2024-11-28,debit
54600,10254,101.48,2026-02-03,debit
54601,10181,74.26,2026-02-05,debit
54602,10318,120.05,2025-03-02,debit
54603,10169,96.96,2025-07-13,debit
54604,10313,113.24,2025-08-12,credit
54605,10249,775.16,2024-05-31,debit
54606,10188,18.56,2024-12-25,credit
54607,10054,510.8,2025-06-05,credit
54608,10326,130.88,2025-08-21,debit
54609,10357,195.5,2025-12-14,debit
54610,10313,354.61,2025-12-19,debit
54611,10138,89.4,2025-10-13,credit
54612,10168,112.57,2025-08-24,debit
54613,10391,105.36,2024-04-11,debit
54614,10103,93.91,2025-03-17,credit
54615,10422,519.47,2024-05-21,debit
54616,10085,353.14,2025-11-17,debit
54617,10317,23.08,2026-03-17,debit
54618,10212,22.89,2026-03-10,credit
54619,10003,111.68,2025-02-23,credit
54620,10384,20.77,2026-01-03,debit
54621,10179,193.04,2026-02-15,debit
54622,10342,31.02,2025-03-06,credit
54623,10303,147.79,2025-04-18,credit
54624,10452,1.45,2024-09-12,credit
54625,10476,76.13,2024-07-21,debit
54626,10332,226.14,2026-02-07,credit
54627,10038,132.34,2025-08-12,debit
54628,10499,765.81,2024-06-04,debit
54629,10420,414.46,2026-03-15,credit
54630,10239,88.97,2024-04-09,debit
54631,10169,9.31,2026-01-27,credit
54632,10453,373.68,2024-11-12,debit
54633,10397,484.35,2024-12-24,credit
54634,10343,343.66,2024-10-09,debit
54635,10314,27.38,2025-08-26,debit
54636,10306,1234.61,2025-07-18,debit
54637,10030,59.84,2026-02-12,debit
54638,10190,257.62,2025-07-22,credit
54639,10357,477.27,2025-07-18,debit
54640,10025,53.76,2026-01-22,debit
54641,10112,477.76,2025-06-25,debit
54642,10411,74.06,2025-03-13,credit
54643,10435,749.41,2025-10-21,debit
54644,10206,66.05,2024-11-17,debit
54645,10185,613.38,2024-08-29,debit
54646,10382,11.01,2025-05-14,credit
54647,10496,247.07,2026-01-23,debit
54648,10379,151.9,2024-05-05,debit
54649,10047,129.97,2024-11-24,credit
54650,10374,50.59,2026-01-13,debit
54651,10228,244.56,2025-09-13,debit
54652,10039,42.34,2025-08-30,credit
54653,10016,160.97,2025-07-10,debit
54654,10022,58.4,2025-10-13,debit
54655,10213,623.0,2026-02-23,debit
54656,10310,5.81,2025-02-01,credit
54657,10149,44.56,2024-09-05,debit
54658,10456,55.5,2024-09-24,debit
54659,10241,106.91,2024-10-17,debit
54660,10272,52.98,2024-06-08,credit
54661,10059,135.2,2024-11-22,debit
54662,10287,411.87,2025-05-25,debit
54663,10426,249.0,2024-08-03,debit
54664,10202,173.48,2026-02-05,debit
54665,10032,18.64,2025-05-11,credit
54666,10443,236.83,2024-06-20,debit
54667,10162,36.4,2024-11-03,credit
54668,10255,308.7,2024-12-21,debit
54669,10254,57.55,2025-09-08,credit
54670,10009,107.93,2024-11-01,debit
54671,10465,86.3,2025-05-24,debit
54672,10139,391.54,2024-08-04,credit
54673,10480,27.06,2024-12-27,credit
54674,10010,166.78,2025-01-22,debit
54675,10214,30.64,2025-10-03,debit
54676,10273,244.02,2025-10-22,debit
54677,10324,470.94,2026-01-30,credit
54678,10048,114.05,2024-06-19,debit
54679,10436,133.92,2025-07-17,debit
54680,10111,524.62,2025-05-24,debit
54681,10153,147.21,2024-06-04,credit
54682,10123,133.73,2024-03-25,debit
54683,10405,172.71,2025-12-02,debit
54684,10357,233.74,2024-11-04,debit
54685,10102,22.61,2025-11-05,debit
54686,10241,344.2,2024-10-21,debit
54687,10321,114.36,2024-08-26,credit
54688,10191,15.02,2025-07-29,credit
54689,10217,308.53,2024-07-04,debit
54690,10051,94.63,2024-10-12,credit
54691,10292,21.15,2025-09-16,debit
54692,10081,200.9,2025-11-29,debit
54693,10489,424.27,2025-11-14,credit
54694,10383,437.41,2024-04-13,debit
54695,10088,632.42,2024-11-08,debit
54696,10194,404.54,2025-03-21,credit
54697,10104,0.43,2025-08-04,debit
54698,10271,95.68,2024-10-04,credit
54699,10096,341.35,2025-11-28,credit
54700,10423,91.22,2025-05-12,debit
54701,10379,184.03,2025-06-23,debit
54702,10198,186.44,2024-08-23,debit
54703,10001,90.83,2024-10-18,debit
54704,10495,469.67,2026-02-23,debit
54705,10407,139.92,2024-04-30,credit
54706,10378,125.02,2025-11-01,debit
54707,10167,1199.4,2024-07-08,debit
54708,10126,136.05,2025-08-24,debit
54709,10313,39.3,2025-11-28,debit
54710,10081,143.93,2026-01-31,credit
54711,10418,336.42,2024-08-30,debit
54712,10251,299.99,2025-09-07,credit
54713,10169,310.78,2026-01-22,debit
54714,10477,246.22,2025-10-07,debit
54715,10073,58.66,2025-12-05,debit
54716,10141,396.22,2025-09-01,debit
54717,10070,447.82,2024-10-23,debit
54718,10262,43.17,2025-11-04,debit
54719,10340,27.96,2026-01-14,credit
54720,10308,742.68,2024-07-13,debit
54721,10245,405.48,2024-04-03,credit
54722,10003,447.43,2024-12-30,debit
54723,10337,434.97,2025-01-21,debit
54724,10063,156.04,2025-02-28,debit
54725,10049,207.92,2024-11-28,debit
54726,10076,157.65,2024-12-30,credit
54727,10368,10.51,2024-05-10,debit
54728,10175,273.69,2025-09-01,debit
54729,10109,140.77,2024-10-11,debit
54730,10183,208.66,2026-01-22,debit
54731,10192,139.69,2025-08-13,credit
54732,10065,135.38,2025-04-23,debit
54733,10337,37.7,2024-05-29,credit
54734,10451,65.34,2024-11-10,debit
54735,10474,34.6,2025-10-18,credit
54736,10271,43.55,2025-12-11,credit
54737,10100,722.22,2024-04-27,debit
54738,10032,33.24,2026-01-31,debit
54739,10352,62.74,2024-10-27,credit
54740,10128,178.61,2025-07-10,debit
54741,10452,188.41,2025-05-14,credit
54742,10402,33.44,2025-02-05,debit
54743,10369,315.7,2025-03-06,debit
54744,10339,307.61,2026-01-03,credit
54745,10043,54.18,2024-08-19,debit
54746,10372,68.12,2025-10-27,debit
54747,10419,556.09,2024-08-09,debit
54748,10488,349.36,2025-07-08,debit
54749,10078,239.33,2024-12-08,credit
54750,10314,17.16,2025-12-04,credit
54751,10289,108.35,2024-06-01,credit
54752,10270,163.88,2025-10-14,debit
54753,10162,41.51,2025-12-06,debit
54754,10189,118.92,2024-12-19,credit
54755,10247,183.77,2026-03-07,debit
54756,10388,79.31,2025-07-28,debit
54757,10216,303.69,2024-07-19,credit
54758,10315,367.08,2024-04-29,debit
54759,10413,78.2,2024-12-03,debit
54760,10339,364.84,2025-02-28,debit
54761,10390,21.87,2026-02-07,debit
54762,10377,363.7,2024-06-12,debit
54763,10481,33.15,2025-03-30,credit
54764,10433,17.31,2024-11-21,debit
54765,10168,205.32,2025-01-30,debit
54766,10339,127.71,2024-07-05,credit
54767,10193,476.96,2025-08-29,debit
54768,10453,90.26,2024-09-14,debit
54769,10283,67.7,2024-06-13,debit
54770,10336,138.92,2025-01-02,credit
54771,10390,121.74,2024-10-26,debit
54772,10488,84.45,2025-05-28,debit
54773,10013,236.67,2024-07-23,debit
54774,10240,285.06,2025-09-14,debit
54775,10320,383.44,2025-10-07,debit
54776,10446,721.32,2026-03-13,debit
54777,10483,62.03,2025-07-22,debit
54778,10147,251.82,2024-05-23,debit
54779,10204,100.26,2025-02-20,debit
54780,10080,226.07,2025-11-07,debit
54781,10379,129.25,2024-12-23,debit
54782,10043,1015.78,2025-06-24,credit
54783,10458,261.06,2025-02-07,credit
54784,10089,609.37,2024-03-27,credit
54785,10148,360.33,2024-06-12,debit
54786,10095,466.4,2024-06-16,debit
54787,10452,336.85,2025-06-30,debit
54788,10428,122.93,2026-01-12,debit
54789,10151,58.01,2024-08-30,debit
54790,10002,92.51,2025-05-21,debit
54791,10376,4.09,2026-03-10,debit
54792,10022,148.46,2025-03-04,debit
54793,10371,140.66,2025-08-08,debit
54794,10313,148.99,2024-05-27,debit
54795,10485,730.17,2025-05-26,debit
54796,10328,484.85,2024-12-24,debit
54797,10007,35.28,2026-03-19,credit
54798,10206,92.05,2025-08-14,debit
54799,10440,110.31,2024-10-23,debit
54800,10375,89.42,2024-06-18,credit
54801,10451,320.39,2024-11-11,debit
54802,10114,148.48,2025-08-22,debit
54803,10272,169.77,2025-12-09,debit
54804,10083,383.48,2025-04-15,debit
54805,10179,327.91,2025-01-09,debit
54806,10210,28.36,2025-08-13,debit
54807,10500,250.29,2024-12-31,debit
54808,10464,114.34,2025-11-06,credit
54809,10328,69.81,2025-10-12,debit
54810,10124,10.26,2025-04-10,debit
54811,10481,133.59,2024-05-04,debit
54812,10113,87.84,2025-11-20,debit
54813,10012,57.94,2025-04-16,credit
54814,10126,237.27,2025-11-07,debit
54815,10053,293.49,2025-07-08,credit
54816,10331,56.15,2025-09-20,debit
54817,10389,10.14,2024-08-17,credit
54818,10283,377.77,2025-07-13,debit
54819,10140,2.0,2024-06-12,debit
54820,10401,553.28,2025-12-09,credit
54821,10390,197.57,2025-08-09,credit
54822,10097,77.68,2024-03-22,debit
54823,10005,56.6,2025-02-08,credit
54824,10057,1.81,2024-11-03,debit
54825,10412,53.7,2024-04-16,debit
54826,10334,29.64,2025-05-13,debit
54827,10069,189.44,2025-07-09,credit
54828,10118,36.44,2024-05-22,credit
54829,10376,150.42,2024-09-22,debit
54830,10059,178.38,2025-09-20,debit
54831,10033,70.78,2024-05-19,debit
54832,10318,7.14,2024-06-18,debit
54833,10050,7.59,2024-10-23,debit
54834,10368,5.34,2026-02-23,debit
54835,10489,268.74,2024-07-22,debit
54836,10019,76.55,2026-03-03,debit
54837,10214,318.22,2025-07-13,debit
54838,10197,113.03,2024-09-16,credit
54839,10379,120.66,2024-04-21,debit
54840,10450,143.85,2026-02-08,debit
54841,10478,249.68,2026-01-09,debit
54842,10047,63.9,2024-10-19,debit
54843,10167,25.93,2025-04-13,debit
54844,10452,162.41,2024-06-29,debit
54845,10289,79.2,2025-03-12,credit
54846,10141,116.86,2024-11-02,debit
54847,10084,208.23,2026-01-13,debit
54848,10182,136.29,2026-03-17,debit
54849,10391,193.66,2025-06-05,debit
54850,10079,157.14,2025-03-27,credit
54851,10215,269.26,2025-08-03,credit
54852,10014,244.79,2025-07-16,debit
54853,10215,152.8,2024-04-20,debit
54854,10403,227.2,2024-04-14,credit
54855,10128,413.6,2024-06-30,debit
54856,10310,113.22,2025-12-04,credit
54857,10477,106.47,2024-08-23,credit
54858,10248,288.99,2024-06-25,debit
54859,10404,174.72,2025-04-26,credit
54860,10029,14.73,2025-05-25,credit
54861,10280,445.33,2024-10-07,credit
54862,10338,6.25,2025-09-02,debit
54863,10319,275.98,2025-01-21,debit
54864,10202,284.42,2025-04-24,debit
54865,10361,611.99,2024-09-25,debit
54866,10057,11.13,2025-07-06,debit
54867,10392,181.69,2024-07-16,debit
54868,10218,111.67,2025-02-15,debit
54869,10062,80.28,2026-02-07,debit
54870,10157,18.93,2025-07-26,debit
54871,10202,165.41,2026-02-04,debit
54872,10017,130.42,2024-07-01,credit
54873,10322,22.09,2024-08-14,debit
54874,10006,189.6,2025-06-22,debit
54875,10058,267.85,2024-10-01,credit
54876,10325,291.58,2025-06-24,debit
54877,10412,471.56,2025-07-03,debit
54878,10318,105.35,2025-08-23,credit
54879,10169,611.83,2025-05-05,credit
54880,10453,401.13,2025-07-05,debit
54881,10082,70.34,2025-03-27,credit
54882,10474,34.7,2024-07-16,credit
54883,10468,114.32,2025-11-09,debit
54884,10425,102.8,2024-11-05,debit
54885,10433,171.47,2025-10-15,debit
54886,10219,175.12,2024-12-21,debit
54887,10177,277.25,2026-02-21,debit
54888,10204,142.63,2024-09-15,credit
54889,10071,22.15,2024-10-02,debit
54890,10387,390.8,2025-04-11,debit
54891,10266,74.14,2025-07-31,debit
54892,10098,710.15,2025-01-10,debit
54893,10345,25.08,2024-11-14,debit
54894,10291,635.22,2024-05-23,debit
54895,10208,19.08,2026-01-12,debit
54896,10002,52.54,2025-10-08,credit
54897,10124,9.54,2024-07-03,debit
54898,10280,244.23,2025-10-23,debit
54899,10074,379.82,2024-10-05,debit
54900,10166,113.86,2024-05-29,debit
54901,10022,527.67,2026-03-05,debit
54902,10154,178.47,2024-08-28,debit
54903,10427,198.85,2026-02-12,credit
54904,10439,373.41,2025-10-12,debit
54905,10295,70.42,2024-06-17,debit
54906,10219,87.47,2025-04-07,debit
54907,10157,472.79,2025-12-18,credit
54908,10495,462.45,2025-05-23,debit
54909,10230,750.0,2025-10-29,credit
54910,10020,464.23,2024-05-27,debit
54911,10475,27.25,2024-11-29,debit
54912,10041,347.14,2025-05-11,credit
54913,10438,105.47,2024-10-11,credit
54914,10148,937.74,2024-10-03,debit
54915,10108,127.84,2024-05-30,debit
54916,10403,161.41,2024-04-23,debit
54917,10084,150.91,2024-11-06,debit
54918,10483,77.64,2025-09-19,credit
54919,10367,15.6,2024-07-29,debit
54920,10322,452.0,2025-10-29,debit
54921,10414,324.58,2025-07-27,credit
54922,10309,30.05,2025-10-16,debit
54923,10290,299.91,2025-04-26,debit
54924,10406,196.62,2025-12-23,credit
54925,10323,105.24,2025-01-07,debit
54926,10134,58.61,2025-05-25,debit
54927,10207,392.84,2024-09-24,debit
54928,10283,240.92,2025-08-02,debit
54929,10266,158.7,2025-08-22,debit
54930,10073,188.1,2025-07-12,debit
54931,10481,19.1,2024-07-01,credit
54932,10352,128.46,2025-05-07,credit
54933,10048,43.06,2024-09-30,credit
54934,10326,46.74,2026-01-19,debit
54935,10233,216.53,2025-06-29,credit
54936,10443,484.4,2024-12-14,debit
54937,10100,103.42,2025-10-08,debit
54938,10059,46.58,2025-07-27,credit
54939,10258,209.25,2025-01-18,debit
54940,10413,409.88,2025-02-16,debit
54941,10452,275.92,2025-02-02,credit
54942,10065,406.14,2024-12-02,debit
54943,10083,153.81,2025-02-24,debit
54944,10154,278.77,2024-10-14,debit
54945,10473,30.18,2026-02-13,credit
54946,10266,85.63,2025-04-03,debit
54947,10309,98.71,2025-08-26,debit
54948,10079,143.2,2026-01-23,debit
54949,10315,529.23,2024-09-02,debit
54950,10150,414.77,2025-06-26,credit
54951,10435,28.9,2024-05-21,debit
54952,10048,37.94,2024-10-28,debit
54953,10405,88.52,2025-10-03,debit
54954,10379,68.71,2025-11-26,credit
54955,10248,190.78,2025-06-25,debit
54956,10278,466.15,2024-05-14,debit
54957,10356,655.57,2024-09-10,debit
54958,10098,212.03,2024-05-26,debit
54959,10414,364.23,2025-05-13,credit
54960,10025,148.97,2024-05-19,credit
54961,10493,46.72,2024-10-13,credit
54962,10284,148.76,2026-01-27,credit
54963,10449,161.97,2025-10-30,credit
54964,10369,271.31,2024-03-26,debit
54965,10301,49.66,2026-02-10,credit
54966,10068,91.87,2025-07-26,debit
54967,10007,90.52,2026-01-29,debit
54968,10305,640.99,2024-06-26,debit
54969,10137,117.38,2025-03-17,credit
54970,10164,281.38,2025-08-01,debit
54971,10083,277.91,2025-07-26,credit
54972,10385,61.73,2025-04-12,debit
54973,10138,169.67,2024-06-18,debit
54974,10420,449.44,2024-03-29,debit
54975,10073,128.95,2024-08-05,debit
54976,10237,580.51,2025-11-16,debit
54977,10046,48.28,2024-03-24,debit
54978,10106,15.41,2025-01-23,credit
54979,10416,444.12,2025-04-13,debit
54980,10288,376.36,2024-11-26,debit
54981,10262,980.98,2026-03-15,debit
54982,10176,227.51,2025-07-15,debit
54983,10166,551.94,2026-01-20,debit
54984,10145,350.83,2026-03-19,debit
54985,10330,372.13,2026-02-07,debit
54986,10370,168.4,2025-08-01,debit
54987,10283,96.37,2024-04-18,credit
54988,10054,545.32,2025-02-09,credit
54989,10178,113.17,2024-07-20,debit
54990,10419,154.79,2026-01-27,debit
54991,10244,118.16,2025-09-28,debit
54992,10341,166.4,2026-01-08,debit
54993,10127,127.17,2024-07-24,credit
54994,10409,9.83,2024-12-12,debit
54995,10412,427.5,2024-06-24,debit
54996,10367,117.54,2024-12-02,debit
54997,10271,177.8,2024-04-25,credit
54998,10132,29.98,2025-03-16,credit
54999,10093,0.68,2024-07-21,credit
55000,10379,56.28,2026-02-25,debit
55001,10073,243.88,2024-11-21,debit
55002,10411,20.89,2025-07-28,debit
55003,10410,479.13,2025-11-16,debit
55004,10403,48.42,2025-11-30,debit
55005,10248,45.78,2025-12-06,debit
55006,10348,40.06,2024-10-17,debit
55007,10273,2.82,2025-03-07,credit
55008,10043,295.51,2024-09-28,debit
55009,10377,415.94,2024-03-20,debit
55010,10041,190.47,2025-06-23,debit
55011,10170,41.7,2024-12-31,debit
55012,10434,67.17,2026-01-22,debit
55013,10212,129.22,2026-01-27,debit
55014,10493,617.33,2026-02-18,debit
55015,10168,56.83,2025-03-30,debit
55016,10039,263.09,2026-01-01,debit
55017,10369,115.77,2026-01-31,debit
55018,10245,70.72,2025-12-31,debit
55019,10151,121.73,2025-11-29,debit
55020,10111,14.77,2024-04-30,debit
55021,10480,320.58,2024-03-23,credit
55022,10436,55.76,2025-02-18,debit
55023,10047,258.5,2024-10-23,debit
55024,10063,14.16,2024-06-05,credit
55025,10225,620.66,2024-11-29,credit
55026,10366,42.89,2025-08-29,credit
55027,10069,428.68,2025-01-06,debit
55028,10299,331.59,2024-03-25,debit
55029,10432,687.53,2025-01-27,debit
55030,10290,129.98,2024-08-10,debit
55031,10296,259.95,2025-04-09,credit
55032,10203,92.63,2026-01-04,debit
55033,10061,40.76,2025-01-13,credit
55034,10434,117.07,2026-01-15,debit
55035,10451,36.24,2024-03-24,debit
55036,10318,803.97,2025-10-02,credit
55037,10314,20.24,2024-09-17,credit
55038,10161,177.94,2025-02-26,credit
55039,10331,196.95,2024-12-17,credit
55040,10016,154.47,2024-12-10,debit
55041,10338,217.05,2025-12-31,debit
55042,10094,24.7,2025-04-15,credit
55043,10304,161.94,2024-10-01,debit
55044,10138,67.71,2026-03-12,debit
55045,10338,563.27,2025-07-11,debit
55046,10038,287.16,2025-02-03,debit
55047,10127,718.82,2024-06-29,debit
55048,10275,7.66,2025-09-16,credit
55049,10164,67.13,2024-03-23,debit
55050,10443,43.49,2025-12-24,debit
55051,10319,2.24,2025-08-19,credit
55052,10077,55.5,2024-06-07,debit
55053,10174,227.12,2024-10-13,credit
55054,10387,52.56,2024-06-24,debit
55055,10458,142.26,2025-01-20,credit
55056,10358,437.53,2024-11-16,debit
55057,10321,236.68,2024-04-11,debit
55058,10376,100.38,2025-07-18,credit
55059,10091,93.19,2026-02-10,credit
55060,10238,121.66,2026-02-18,debit
55061,10264,38.97,2026-03-07,credit
55062,10179,201.02,2024-06-13,debit
55063,10494,90.56,2025-03-11,credit
55064,10490,382.6,2025-03-16,debit
55065,10209,282.57,2025-07-30,debit
55066,10073,188.59,2024-06-20,debit
55067,10390,90.57,2025-09-19,debit
55068,10107,47.13,2025-10-10,debit
55069,10345,299.36,2025-01-05,debit
55070,10295,133.27,2025-08-31,debit
55071,10369,50.91,2025-09-12,debit
55072,10444,43.43,2025-11-12,debit
55073,10284,36.16,2024-06-23,credit
55074,10353,300.26,2026-02-17,debit
55075,10182,52.01,2025-10-19,credit
55076,10037,149.58,2024-06-19,credit
55077,10137,120.13,2024-11-25,debit
55078,10338,173.31,2024-03-28,credit
55079,10056,419.37,2025-08-01,debit
55080,10187,404.61,2024-04-26,debit
55081,10341,119.96,2025-11-15,debit
55082,10258,3.1,2025-01-27,debit
55083,10445,111.18,2025-05-29,credit
55084,10058,186.38,2024-03-24,debit
55085,10363,163.18,2025-03-05,debit
55086,10123,210.73,2024-10-11,credit
55087,10188,33.47,2024-05-18,debit
55088,10230,207.99,2025-01-26,debit
55089,10168,40.34,2025-06-13,debit
55090,10420,277.68,2025-09-03,credit
55091,10114,82.83,2024-08-02,credit
55092,10252,247.5,2024-10-10,debit
55093,10107,9.81,2024-06-11,debit
55094,10037,104.8,2024-09-27,debit
55095,10335,244.18,2025-08-13,debit
55096,10092,51.46,2025-07-19,credit
55097,10018,317.23,2025-01-26,debit
55098,10354,199.27,2025-02-28,debit
55099,10063,177.13,2025-10-12,credit
55100,10150,87.25,2024-06-02,credit
55101,10139,131.73,2025-09-03,debit
55102,10186,181.94,2025-06-08,debit
55103,10185,127.91,2024-08-03,debit
55104,10205,239.67,2025-12-03,debit
55105,10260,113.73,2025-06-21,debit
55106,10214,45.2,2024-07-05,debit
55107,10256,48.14,2024-06-15,credit
55108,10135,1.16,2025-01-06,credit
55109,10061,71.61,2024-10-05,debit
55110,10363,276.39,2024-08-06,debit
55111,10310,316.13,2024-07-03,credit
55112,10088,45.25,2024-03-31,credit
55113,10324,639.05,2024-08-11,credit
55114,10476,139.59,2025-12-10,debit
55115,10207,497.73,2024-12-22,debit
55116,10129,245.36,2025-04-06,credit
55117,10311,256.34,2025-08-12,debit
55118,10003,17.78,2026-03-05,debit
55119,10462,49.69,2024-08-28,debit
55120,10422,1.77,2025-01-24,credit
55121,10242,251.85,2024-05-02,debit
55122,10121,84.45,2025-01-25,credit
55123,10385,308.97,2024-04-25,debit
55124,10102,82.78,2024-06-07,credit
55125,10038,342.22,2024-12-09,debit
55126,10341,28.01,2026-02-06,debit
55127,10496,38.08,2025-08-21,credit
55128,10413,83.37,2024-09-15,credit
55129,10133,105.01,2026-01-02,credit
55130,10497,85.76,2024-07-29,debit
55131,10202,288.49,2024-03-19,debit
55132,10348,20.4,2025-07-14,debit
55133,10021,86.53,2024-11-09,debit
55134,10242,363.1,2024-10-13,credit
55135,10455,13.83,2024-10-09,debit
55136,10451,570.65,2025-06-05,debit
55137,10109,858.32,2025-01-27,debit
55138,10303,18.55,2024-09-19,debit
55139,10084,68.86,2025-03-13,credit
55140,10083,93.17,2024-11-18,debit
55141,10291,299.57,2024-06-08,debit
55142,10452,181.23,2025-07-21,credit
55143,10069,206.77,2025-07-31,debit
55144,10129,283.36,2025-10-03,debit
55145,10196,25.11,2024-06-22,debit
55146,10140,358.2,2024-12-07,debit
55147,10444,244.58,2025-11-01,debit
55148,10283,172.24,2025-09-13,debit
55149,10312,440.97,2025-05-23,debit
55150,10234,241.0,2025-06-04,debit
55151,10023,45.05,2024-09-09,debit
55152,10153,112.33,2024-10-06,debit
55153,10277,136.26,2025-05-20,credit
55154,10061,11.36,2024-05-21,debit
55155,10319,618.61,2024-06-04,credit
55156,10378,27.53,2025-06-22,debit
55157,10052,239.11,2025-06-01,debit
